Date,King,Pierce,Snohomish,Yakima,Adams,Asotin,Benton,Chelan,Clallam,Clark,Columbia,Cowlitz,Douglas,Ferry,Franklin,Garfield,Grant,Grays_Harbor,Island,Jefferson,Kitsap,Kittitas,Klickitat,Lewis,Lincoln,Mason,Okanogan,Pacific,Pend_Oreille,San_Juan,Skagit,Skamania,Spokane,Stevens,Thurston,Wahkiakum,Walla_Walla,Whatcom,Whitman,Unassigned,New,Roll_avg
5/15,7426,1654,2773,2217,50,18,627,172,21,386,1,68,125,1,441,0,185,15,176,30,159,51,22,34,2,30,37,9,2,15,425,3,396,9,123,4,106,347,16,112,337,235
5/16,7472,1680,2784,2253,50,18,633,176,21,388,1,68,126,1,444,0,186,15,176,30,160,52,24,34,2,31,40,9,2,15,425,3,400,9,124,4,107,353,16,101,145,232
5/17,7515.0,1687.0,2797.0,2370.0,50.0,18.0,643.0,178.0,21.0,388.0,1.0,68.0,129.0,1.0,456.0,0.0,187.0,15.0,176.0,30.0,160.0,57.0,24.0,35.0,2.0,33.0,40.0,9.0,2.0,15.0,426.0,3.0,403.0,9.0,124.0,4.0,107.0,358.0,16.0,54.0,178.0,225
5/18,7565,1704,2818,2444,50,18,652,182,21,391,1,69,130,1,464,0,186,15,176,30,161,61,25,35,2,33,40,9,2,15,426,3,411,10,124,4,106,359,16,52,200.0,230
5/19,7602,1716,2826,2518,50,18,660,186,25,392,1,70,132,1,466,0,188,15,176,30,161,66,24,35,2,33,40,9,2,15,426,3,415,10,124,4,106,360,16,48,160,219
5/20,7630,1719,2846,2551,50,18,666,198,25,394,1,71,137,1,472,0,188,15,177,30,161,66,24,35,2,33,42,9,2,15,426,3,421,10,124,4,106,363,16,66,146,206
5/21,7669,1728,2863,2594,50,18,674,204,25,399,1,71,139,1,480,0,189,16,177,30,160,66,24,35,2,34,42,9,2,15,426,3,437,10,124,4,106,363,16,59,148,206
5/22,7741,1742,2889,2719,50,18,691,217,25,401,1,72,145,1,496,0,189,16,177,30,161,67,24,35,2,34,42,9,2,15,426,3,463,10,124,4,106,368,16,54,320,208
5/23,7783,1756,2895,2812,53,18,696,229,25,410,1,72,157,1,499,0,190,16,177,30,161,72,24,35,2,34,43,9,3,15,426,3,477,10,127,4,107,368,16,72,243,210
5/24,7826,1762,2904,2958,53,19,704,231,25,412,1,73,157,1,503,0,190,16,177,30,161,75,24,35,2,34,44,9,3,15,426,3,494,10,129,4,108,369,16,62,237,210
5/25,7835,1766,2916,3008,53,19,727,233,25,421,1,73,157,1,510,0,190,16,177,30,161,75,24,35,2,34,44,9,3,15,427,3,497,10,130,4,108,378,16,48,116,204
5/26,7863,1856,2927,3048,53,19,733,236,25,424,1,73,162,1,513,0,194,16,177,30,161,80,24,35,2,34,45,9,3,15,428,3,516,10,131,4,108,380,16,51,225,207
5/27,7923,1884,2937,3231,54,19,742,238,25,449,1,73,164,1,523,0,198,16,177,30,161,80,24,35,2,34,47,9,3,15,428,3,531,11,132,4,108,383,16,53,358,214
5/28,7949,1909,2945,3369,59,19,757,244,25,477,1,73,167,1,535,0,202,16,178,30,161,83,24,35,2,35,47,9,3,15,430,3,555,11,133,4,108,383,16,58,307,223
5/29,7993,1922,2956,3458,62,19,776,246,25,509,1,73,169,1,549,0,203,16,178,30,161,87,24,36,2,35,46,9,3,15,432,3,582,11,135,4,109,392,16,61,278,219
5/30,8092,1937,2967,3585,63,19,794,248,25,514,1,73,172,1,574,0,204,17,178,30,161,88,25,37,2,36,49,9,3,15,434,3,596,11,147,4,108,396,16,68,353,234
5/31,8123,1940,2976,3749,63,19,810,250,25,516,1,73,172,1,598,0,208,17,178,31,162,88,25,37,2,36,49,9,3,15,435,3,600,11,151,4,108,398,16,75,275,240
6/1,8177,1950,2987,3817,63,19,823,250,25,546,1,74,172,1,610,0,208,17,181,31,162,89,28,37,2,36,50,9,3,15,438,3,612,11,152,4,110,401,16,27,180,239
6/2,8264,1968,2991,3938,73,19,838,254,27,550,1,76,172,1,632,0,211,18,181,31,163,89,28,37,2,36,52,9,3,15,443,4,627,13,154,4,110,402,20,28,327,251
6/3,8318,1991,2999,4031,77,19,852,255,27,550,1,76,173,1,642,0,212,18,181,31,163,88,29,37,2,36,53,9,3,15,446,3,648,13,154,4,111,404,20,37,245,258
6/4,8371,2007,3014,4141,78,19,873,260,27,550,1,76,177,1,670,0,214,19,181,31,164,88,30,37,2,37,52,9,3,15,450,3,664,13,157,4,111,405,20,19,264,266
6/5,8417,2019,3025,4366,79,19,906,261,27,559,1,78,177,1,704,0,215,19,181,31,165,88,33,37,2,37,56,9,3,15,449,3,713,13,163,4,113,409,20,25,449,276
6/6,8457,2034,3033,4509,79,19,930,262,27,562,1,81,178,1,722,0,216,19,181,31,165,89,33,37,2,38,56,9,3,15,449,3,727,13,166,4,116,410,20,32,287,279
6/7,8496,2040,3039,4665,79,19,959,262,27,566,1,86,178,1,746,0,218,19,182,31,165,90,35,37,2,38,56,9,3,15,450,3,753,13,170,4,116,419,20,29,312,284
6/8,8529,2050,3064,4834,80,19,979,264,27,571,1,89,178,1,764,0,222,19,181,31,170,90,37,37,2,39,56,10,3,15,450,3,769,13,171,4,117,420,20,25,313,298
6/9,8550,2077,3084,4909,89,20,1013,268,28,587,1,94,178,1,806,0,230,19,182,31,172,90,40,37,2,39,56,10,3,15,450,3,780,14,177,4,117,426,21,19,288,303
6/10,8550,2078,3075,4988,89,19,1041,268,28,595,1,101,178,1,826,0,235,19,182,31,170,90,42,37,2,39,56,10,3,14,452,3,778,15,172,4,118,428,21,20,137,287
6/11,8611,2097,3107,5129,89,20,1075,271,28,604,1,102,178,1,847,0,241,20,182,31,173,92,42,38,2,39,57,11,3,15,454,3,791,15,183,4,118,436,27,34,392,293
6/12,8694,2111,3129,5265,90,20,1106,272,29,611,1,105,180,1,872,0,253,20,182,31,176,92,45,38,2,39,57,11,3,15,457,3,804,15,187,4,118,440,27,33,367,299
6/13,8722,2134,3136,5384,91,20,1132,273,29,617,1,107,185,1,896,0,259,20,182,31,176,92,45,38,2,40,57,12,3,15,461,3,820,15,190,4,118,448,27,48,296,295
6/14,8785,2143,3152,5450,93,20,1171,273,29,620,1,109,183,1,946,0,264,20,182,32,178,92,46,39,2,40,58,12,3,15,463,3,833,15,190,4,120,453,27,91,324,299
6/15,8850,2161,3171,5597,100,20,1218,273,29,629,1,118,183,1,1005,0,268,20,183,32,178,92,49,40,2,40,58,12,3,16,464,3,846,15,197,4,122,455,29,47,373,312
6/16,8885,2179,3187,5651,101,20,1236,276,32,630,1,120,184,1,1044,0,310,21,184,32,180,92,49,41,2,41,61,12,3,16,469,3,870,16,197,4,124,457,28,25,253,307
6/17,8963,2199,3200,5777,101,20,1268,279,32,638,1,124,189,1,1081,0,328,21,184,32,182,92,52,43,2,41,62,12,3,16,474,3,880,16,201,4,127,467,30,47,408,319
6/18,9061,2230,3208,5915,102,20,1313,278,33,635,2,130,186,1,1113,0,348,22,186,33,185,94,51,47,2,41,63,12,3,16,479,5,902,16,209,4,129,474,28,25,409,329
6/19,9154,2258,3226,6129,102,20,1360,280,33,642,2,136,188,1,1193,0,354,24,188,33,189,95,51,47,2,42,63,12,3,17,482,5,954,16,212,4,132,486,28,62,624,342
6/20,9211,2281,3237,6283,102,20,1426,285,33,647,2,145,193,1,1278,0,373,24,188,33,190,98,51,49,2,42,63,12,3,18,485,5,974,17,211,4,135,499,30,30,455,354
6/21,9253,2288,3249,6326,108,20,1437,286,33,654,2,145,196,1,1306,0,376,23,187,33,191,99,52,49,2,43,63,13,3,19,485,3,985,17,216,4,140,499,28,36,190,345
6/22,9366,2321,3329,6435,109,20,1463,289,33,660,8,149,195,1,1335,0,405,23,187,33,195,100,53,50,2,43,63,13,3,19,486,4,1021,16,221,4,144,521,31,36,516,359
6/23,9453,2361,3346,6490,109,20,1524,293,33,671,8,153,205,1,1406,0,414,24,188,35,198,109,55,52,2,43,63,13,3,20,488,3,1069,16,226,4,144,554,30,43,483,373
6/24,9573,2400,3371,6607,110,20,1556,296,33,681,8,158,208,1,1451,0,438,24,191,36,200,112,55,53,2,46,63,12,3,19,491,3,1098,16,224,5,147,574,33,49,498,399
6/25,9672,2421,3406,6759,112,20,1581,305,34,685,8,166,216,1,1491,0,447,24,191,36,205,113,56,57,2,45,64,12,3,19,493,4,1144,16,224,5,148,588,33,49,488,406
6/26,9809,2465,3431,6828,113,20,1657,314,35,692,8,170,223,1,1555,0,457,25,192,37,211,117,57,60,3,46,67,12,3,19,502,4,1179,16,230,5,152,599,37,53,549,419
6/27,9895,2485,3438,6920,130,21,1686,315,36,697,8,170,230,1,1578,0,472,26,192,37,213,122,59,64,3,47,67,13,3,19,503,4,1193,17,237,5,158,600,37,51,348,423
6/28,10019,2510,3463,7008,130,21,1718,325,36,700,8,172,233,1,1610,0,487,26,192,38,212,127,60,64,3,47,70,13,4,19,512,4,1236,17,241,5,161,615,37,109,501,435
6/29,10177,2564,3508,7071,134,21,1731,330,36,731,8,179,233,1,1640,0,511,27,192,38,221,128,59,65,4,50,77,17,4,19,519,5,1344,18,253,5,166,622,38,78,571,450
6/30,10304,2590,3535,7128,142,21,1798,347,36,749,8,187,242,1,1697,0,511,26,193,38,225,131,59,68,4,51,85,17,4,19,527,5,1389,18,261,5,170,635,38,171,611,475
7/1,10535,2647,3588,7270,146,21,1854,375,41,768,8,202,253,1,1754,0,518,26,195,38,230,140,66,71,4,52,87,18,4,19,528,6,1443,18,272,5,171,649,40,88,716,497
7/2,10684,2701,3639,7349,147,21,1889,388,42,790,8,207,265,1,1793,0,529,26,196,38,239,140,66,70,4,53,88,18,4,19,532,7,1529,19,282,5,176,659,38,117,627,513
7/3,10782,2749,3661,7396,150,21,1915,392,42,920,8,204,273,1,1840,0,536,26,197,38,241,140,67,75,4,53,92,18,5,19,549,7,1551,19,287,5,177,663,39,85,469,502
7/4,10941,2804,3696,7489,166,21,1956,403,43,922,8,208,279,1,1898,0,552,26,198,39,243,146,67,75,4,53,118,18,5,19,549,9,1602,20,289,5,180,667,39,140,651,516
7/5,11105,2848,3722,7634,196,21,2036,436,45,933,8,210,303,1,2038,0,703,31,196,41,248,158,67,77,4,54,152,18,5,20,557,10,1708,20,290,5,187,673,39,186,1087,580
7/6,11182,2878,3764,7696,203,21,2094,442,46,962,8,218,308,1,2113,0,709,32,198,41,251,160,70,78,4,55,153,18,7,20,558,14,1763,20,299,5,193,681,39,116,435,574
7/7,11284,2932,3788,7753,199,21,2123,482,46,990,8,229,325,1,2140,0,720,32,199,41,261,162,73,79,4,55,160,18,7,20,567,18,1819,20,304,5,195,685,39,137,521,577
7/8,11419,2995,3819,7868,218,21,2183,491,47,1004,8,234,332,1,2212,0,738,33,202,41,269,165,76,85,4,55,161,18,7,20,571,19,1852,21,310,5,199,689,44,145,640,587
7/9,11568,3059,3859,7934,222,21,2238,514,50,1033,8,241,348,2,2281,0,760,38,203,41,277,165,76,89,4,55,179,18,8,20,573,22,1903,23,322,5,204,692,44,119,637,597
7/10,11568,3059,3859,7934,222,21,2238,514,50,1033,8,241,348,2,2281,0,760,38,203,41,277,165,76,89,4,55,179,18,8,20,573,22,1903,23,322,5,204,692,44,119,0,558
7/11,11825,3185,3966,8122,238,21,2341,553,56,1065,9,268,380,4,2397,1,796,43,206,41,291,176,78,94,4,60,203,18,9,20,605,23,2063,27,352,5,219,710,45,137,1438,636
7/12,12077,3257,4033,8325,244,21,2387,590,60,1078,9,287,396,4,2465,1,853,51,206,43,306,181,79,101,4,62,232,18,12,22,619,28,2133,28,376,5,230,718,45,171,1101,679
7/13,12213,3312,4072,8357,251,21,2487,593,62,1086,9,289,400,4,2505,2,866,52,206,44,312,185,79,104,4,65,232,18,13,22,627,34,2210,28,384,5,235,725,48,143,547,677
7/14,12325,3395,4122,8436,252,21,2622,611,62,1125,9,311,407,4,2550,2,873,56,209,50,316,200,79,108,4,66,242,18,13,22,644,36,2276,30,394,5,244,732,48,127,742,687
7/15,12558,3486,4181,8805,252,21,2676,649,65,1145,9,317,422,4,2574,2,872,58,209,50,338,247,80,110,5,70,267,18,18,22,655,38,2393,35,408,5,249,749,51,200,1267,726
7/16,12766,3560,4238,8939,277,21,2725,665,67,1152,9,324,430,6,2645,2,895,63,212,50,353,272,80,115,5,74,293,18,18,24,657,37,2451,37,423,5,263,760,51,85,754,735
7/17,12953,3643,4307,9040,288,21,2787,700,69,1192,9,338,457,6,2702,2,925,66,214,50,362,273,81,120,5,75,323,19,18,24,669,40,2573,43,444,5,273,772,55,83,959,770
7/18,13153,3749,4349,9125,296,21,2840,731,68,1193,9,344,491,6,2753,2,950,65,215,50,389,280,82,127,5,77,383,19,23,24,686,40,2663,44,457,5,281,780,56,115,920,789
7/19,13319,3834,4386,9185,307,21,2884,766,68,1201,9,347,530,6,2794,2,972,66,216,50,399,297,83,129,6,81,454,19,25,24,707,41,2742,44,469,5,297,788,56,114,797,768
7/20,13450,3913,4454,9261,314,21,2946,778,72,1260,10,365,544,6,2846,2,992,66,217,50,407,303,83,132,6,84,482,25,26,24,707,45,2820,46,475,6,300,802,56,179,832,797
7/21,13627,4003,4512,9312,318,22,2983,818,71,1271,10,367,576,6,2882,2,1004,66,219,50,423,304,85,132,6,88,506,26,26,25,712,43,2896,48,484,6,308,807,57,146,672,808
7/22,13835,4123,4562,9367,322,22,3017,836,70,1297,10,378,581,7,2907,2,1015,70,221,50,442,306,85,137,7,89,524,27,28,25,723,44,2970,50,496,6,314,818,58,168,762,816
