Date,King,Pierce,Snohomish,Yakima,Adams,Asotin,Benton,Chelan,Clallam,Clark,Columbia,Cowlitz,Douglas,Ferry,Franklin,Garfield,Grant,Grays_Harbor,Island,Jefferson,Kitsap,Kittitas,Klickitat,Lewis,Lincoln,Mason,Okanogan,Pacific,Pend_Oreille,San_Juan,Skagit,Skamania,Spokane,Stevens,Thurston,Wahkiakum,Walla_Walla,Whatcom,Whitman,Unassigned,New,Roll_avg
2/28,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
2/29,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
3/1,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
3/2,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
3/3,21,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
3/4,31,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
3/5,51,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,
3/6,58,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
3/7,71,1,27,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,
3/8,83,4,31,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,35,
3/9,116,4,37,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
3/10,190,16,54,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,105,
3/11,234,17,68,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,36,99,28
3/12,270,17,108,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,1,2,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,46,91,33
3/13,328,19,133,2,0,0,0,0,0,1,1,0,0,0,0,0,1,1,3,1,3,3,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,67,111,40
3/14,388,26,154,4,0,0,0,0,0,3,1,0,0,0,0,0,2,1,7,1,3,3,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,2,0,39,76,46
3/15,420,29,176,4,0,0,0,0,0,3,1,0,0,0,0,0,2,1,6,3,3,3,0,0,1,0,0,0,0,0,4,0,3,0,3,0,0,3,0,104,125,54
3/16,488,38,200,4,0,0,0,0,0,4,1,0,0,0,0,0,3,1,7,3,7,3,0,1,1,0,0,0,0,0,7,0,3,0,4,0,0,3,0,126,135,63
3/17,518,45,254,5,0,0,0,2,0,4,1,0,0,0,0,0,7,1,14,3,7,3,1,1,1,0,0,0,0,0,9,0,4,0,5,0,0,6,0,70,57,67
3/18,562,56,310,7,0,0,0,2,0,4,1,0,0,0,1,0,8,1,16,4,9,4,1,1,1,1,0,0,0,0,14,0,4,0,6,0,0,7,0,167,226,82
3/19,693,75,348,7,0,0,1,2,1,4,1,0,0,0,2,0,8,1,17,4,12,4,2,1,1,1,0,0,0,0,18,0,9,0,6,0,0,7,0,151,189,93
3/20,793,83,385,10,0,0,2,2,1,6,1,1,0,0,2,0,8,1,19,4,12,4,2,1,1,1,0,0,0,0,25,0,11,0,6,0,0,10,0,133,148,103
3/21,934,95,447,13,0,0,7,3,2,9,1,2,0,0,2,0,11,1,19,4,15,4,4,2,1,1,0,0,0,1,28,0,16,1,9,0,0,14,0,147,269,121
3/22,1040,107,480,16,0,0,7,3,4,10,1,3,0,0,3,0,18,1,21,6,18,4,4,2,1,1,0,0,0,1,33,0,20,1,11,0,1,14,0,165,203,133
3/23,1170,126,519,25,1,0,7,6,4,13,1,3,1,0,3,0,23,1,25,7,18,5,4,2,1,1,0,0,0,1,45,0,29,1,11,0,1,48,2,117,225,147
3/24,1277,138,614,44,1,0,12,6,4,16,1,3,2,0,7,0,27,1,29,8,20,8,6,2,1,2,0,0,0,1,48,0,33,1,14,0,2,64,2,65,238,157
3/25,1359,155,634,44,1,0,12,6,4,16,1,3,2,0,7,0,27,1,29,8,20,8,6,2,1,2,0,0,0,1,48,0,33,1,14,0,2,64,2,65,119,158
3/26,1577,186,778,61,3,0,19,10,5,48,1,7,5,1,7,0,33,1,64,11,33,8,7,5,1,2,1,0,0,2,78,0,67,2,24,0,2,86,3,69,629,196
3/27,1828,231,913,72,5,0,42,13,5,76,1,7,5,1,12,0,42,1,79,11,42,8,7,7,1,2,2,0,0,3,91,1,86,3,27,0,2,92,5,45,561,229
3/28,2161,288,1068,95,7,0,101,14,6,68,1,13,5,1,32,0,50,1,95,14,56,7,7,10,1,2,3,0,0,3,101,1,136,3,36,0,6,111,6,387,0,223
3/29,2235,307,1104,101,10,0,82,15,7,80,1,14,5,1,27,0,51,2,105,14,65,7,8,10,1,4,3,0,0,4,111,1,126,3,37,0,5,120,7,389,166,226
3/30,2366,334,1162,154,12,0,103,16,7,85,1,15,5,1,35,0,61,2,106,15,72,7,8,10,1,5,3,0,0,4,116,1,135,4,40,0,6,123,8,492,453,249
3/31,2468,352,1221,195,15,0,108,17,7,99,1,16,6,1,37,0,66,2,106,17,77,7,8,10,1,5,3,0,0,4,129,1,145,4,46,0,7,123,8,672,469,278
4/1,2609,368,1266,216,20,0,133,18,7,112,1,16,6,1,43,0,68,2,114,19,85,9,8,12,1,10,4,0,0,5,148,1,167,5,49,0,8,124,10,920,601,305
4/2,2711,433,1317,238,20,1,136,19,7,122,1,17,7,1,45,0,68,3,119,19,92,9,8,12,1,11,4,0,1,6,150,1,177,5,52,0,8,127,10,1008,381,319
4/3,2865,493,1398,281,23,2,147,22,7,131,1,17,10,1,49,0,74,3,121,20,95,9,8,12,1,12,7,0,1,7,158,1,188,5,57,1,9,129,10,1216,625,353
4/4,3158,536,1486,316,26,3,166,28,8,145,1,17,10,1,59,0,82,6,132,22,102,11,8,16,1,14,9,0,1,9,159,1,199,5,62,2,12,142,11,1018,393,362
4/5,3295,590,1522,346,26,4,172,29,8,154,1,17,10,1,64,0,85,6,133,25,108,12,10,16,1,15,9,0,1,9,162,2,203,5,66,2,14,183,12,1066,400,376
4/6,3460,644,1596,377,29,4,179,32,8,161,1,20,10,1,75,0,90,6,143,27,118,13,11,16,1,17,10,0,1,11,165,2,209,5,74,2,15,222,12,915,298,381
4/7,3668,759,1651,394,30,4,190,35,10,186,1,20,12,1,76,0,95,7,149,27,117,15,11,17,1,17,12,0,1,12,169,2,220,6,77,2,17,236,12,838,415,394
4/8,3884,808,1702,427,30,4,215,41,11,194,1,21,13,1,93,0,99,7,151,28,122,13,11,18,1,18,12,0,1,12,173,2,230,6,81,2,16,240,12,908,511,422
4/9,4047,831,1743,447,30,4,234,44,11,208,1,21,16,1,107,0,100,8,154,28,128,13,12,18,1,18,14,1,1,12,174,2,245,6,80,2,18,247,12,848,279,397
4/10,4241,884,1798,496,36,5,246,52,12,217,1,22,16,1,112,0,111,11,154,28,129,13,12,17,2,19,15,1,1,13,173,3,247,6,81,2,20,252,11,764,337,381
4/11,4422,898,1844,538,37,5,250,54,12,217,1,23,18,1,120,0,115,11,156,28,129,13,14,17,2,19,14,1,1,13,176,3,260,7,81,2,21,258,11,619,187,394
4/12,4517,931,1876,573,39,6,261,59,12,221,1,24,20,1,129,0,121,11,156,28,128,14,14,17,2,19,15,1,1,13,195,3,266,7,81,2,21,258,11,484,127,391
4/13,4612,963,1916,614,39,6,265,59,12,229,1,24,29,1,138,0,121,11,157,28,131,14,14,19,2,19,15,1,1,13,198,3,270,7,82,2,23,261,11,383,156,370
4/14,4676,988,1972,627,39,8,272,58,13,232,1,25,34,1,142,0,121,12,159,28,131,14,14,19,2,20,15,1,1,13,207,3,274,7,81,2,24,263,11,273,89,343
4/15,4796,1016,2020,667,39,10,284,62,15,242,1,26,32,1,156,0,128,12,158,28,132,14,16,19,2,21,14,1,1,13,213,3,282,7,86,2,26,262,11,334,369,326
4/16,4865,1031,2032,692,40,11,293,64,14,246,1,27,30,1,167,0,132,12,157,28,133,14,16,19,2,22,14,1,2,15,222,3,290,7,89,2,26,269,12,444,293,320
4/17,5024,1074,2060,748,40,12,304,65,14,264,1,29,31,1,177,0,137,12,157,29,136,14,16,20,2,22,14,1,2,15,230,3,298,8,92,2,27,273,12,436,357,301
4/18,5135,1109,2101,771,41,12,314,71,14,266,1,29,32,1,187,0,141,12,157,28,138,14,16,21,2,22,14,2,2,15,238,3,302,8,94,2,28,275,13,159,-12,272
4/19,5259,1127,2125,805,43,13,334,77,14,275,1,30,59,1,198,0,142,12,158,28,138,14,16,21,2,22,14,3,2,14,252,3,308,8,94,2,31,276,13,151,295,264
4/20,5360,1148,2152,840,44,14,338,78,14,281,1,34,61,1,207,0,141,12,161,28,140,14,16,21,2,22,14,3,2,14,255,3,311,8,94,2,34,277,13,122,197,257
4/21,5427,1176,2188,851,43,14,348,87,14,284,1,35,61,1,212,0,144,12,160,28,140,14,16,22,2,22,16,3,2,14,271,3,317,8,95,2,35,280,13,133,212,243
4/22,5532,1192,2216,879,45,16,365,88,14,291,1,35,63,1,233,0,146,12,160,28,144,14,16,22,2,22,16,4,2,14,280,3,320,9,96,2,41,282,13,134,259,225
4/23,5637,1212,2243,923,45,16,383,89,14,293,1,36,69,1,239,0,149,12,160,28,143,14,16,25,2,22,16,4,2,14,283,3,330,9,98,2,48,282,14,100,224,221
4/24,5739,1235,2297,976,46,17,399,90,15,296,1,39,70,1,250,0,150,12,161,28,144,14,16,29,2,22,17,4,2,14,287,3,345,10,101,2,50,284,14,137,342,221
4/25,5863,1244,2311,1015,46,17,405,91,15,297,1,39,72,1,251,0,150,12,160,28,144,14,16,29,2,22,19,4,2,14,299,3,347,9,100,2,52,288,14,123,202,222
4/26,5945,1263,2332,1034,46,17,409,93,15,308,1,39,75,1,256,0,152,12,164,28,147,14,16,29,2,23,20,4,2,14,305,3,347,9,100,2,55,287,14,103,165,225
4/27,6001,1293,2365,1046,46,17,415,96,17,313,1,39,75,1,265,0,155,12,168,28,148,15,16,29,2,23,21,4,2,14,308,3,350,9,100,2,57,293,14,79,156,225
4/28,6103,1306,2389,1082,47,17,422,98,18,317,1,41,77,1,276,0,155,12,168,28,148,14,16,29,2,23,21,4,2,14,322,3,353,9,104,2,62,294,14,76,228,235
4/29,6207,1322,2433,1128,47,18,430,108,18,321,1,45,78,1,279,0,159,12,168,28,149,14,17,29,2,23,22,4,2,14,329,3,357,9,105,2,67,302,14,60,257,227
4/30,6274,1339,2453,1203,47,18,461,113,18,327,1,47,79,1,309,0,163,12,169,28,150,15,17,29,2,25,21,4,2,14,337,3,367,9,106,2,76,305,14,77,310,228
5/1,6351,1376,2493,1272,48,18,494,114,18,328,1,53,82,1,348,0,169,12,169,28,150,15,17,29,2,25,21,4,2,14,345,3,366,9,111,2,87,312,14,100,366,229
5/2,6449,1393,2509,1296,48,18,518,118,19,328,1,53,82,1,363,0,170,12,169,28,150,15,18,29,2,26,21,4,2,14,354,3,369,9,111,2,88,316,14,63,182,243
5/3,6545,1414,2537,1372,48,18,532,120,18,336,1,59,84,1,377,0,180,12,169,28,150,14,18,29,2,26,21,4,2,14,357,3,372,9,113,2,92,317,14,52,277,241
5/4,6621,1433,2549,1389,48,18,537,125,19,337,1,60,84,1,379,0,180,12,168,28,150,14,17,29,2,26,21,4,2,14,364,3,373,9,113,2,93,318,14,37,132,237
5/5,6704,1454,2584,1449,49,18,548,137,19,341,1,62,95,1,387,0,179,12,172,28,151,15,18,29,2,26,21,4,2,14,379,3,379,9,116,2,96,324,14,61,311,244
5/6,6809,1496,2627,1547,49,18,550,139,19,342,1,62,98,1,401,0,179,13,173,28,154,15,19,30,2,28,21,4,2,14,389,3,380,9,115,2,97,328,14,53,326,248
5/7,6863,1510,2634,1579,49,18,559,140,19,347,1,64,102,1,404,0,180,13,172,28,154,15,19,30,2,28,21,8,2,14,391,3,381,9,115,3,97,329,15,69,157,244
5/8,6947,1539,2664,1686,49,18,575,143,19,346,1,65,107,1,408,0,181,14,173,29,155,17,19,30,2,28,22,9,2,15,397,3,381,9,117,3,99,330,15,56,286,240
5/9,7007,1562,2681,1781,49,18,577,148,19,351,1,66,112,1,412,0,181,13,174,29,155,18,19,30,2,28,25,9,2,15,401,3,382,9,121,3,99,333,15,40,217,241
5/10,7068,1582,2690,1864,49,18,586,149,19,352,1,66,114,1,420,0,183,13,174,29,156,40,20,30,2,28,25,9,2,15,402,3,384,9,121,4,103,338,15,38,231,245
5/11,7137,1593,2711,1916,50,18,588,150,19,362,1,66,114,1,422,0,183,13,174,29,156,40,21,32,2,29,30,9,2,15,406,3,385,9,122,4,106,340,15,57,208,249
5/12,7212,1604,2720,1946,50,18,595,153,19,377,1,66,116,1,422,0,185,13,176,29,156,40,22,33,2,30,29,9,2,15,411,3,387,9,122,4,105,341,16,73,182,246
5/13,7290,1626,2739,2002,50,18,605,163,19,380,1,68,120,1,427,0,185,13,176,29,157,39,22,32,2,30,31,9,2,15,416,3,393,9,123,4,105,343,16,110,261,246
5/14,7325,1636,2756,2052,50,18,615,170,21,382,1,68,124,1,433,0,185,14,176,29,157,47,22,32,2,30,35,9,2,15,423,3,393,9,122,4,105,344,16,125,178,237
5/15,7426,1654,2773,2217,50,18,627,172,21,386,1,68,125,1,441,0,185,15,176,30,159,51,22,34,2,30,37,9,2,15,425,3,396,9,123,4,106,347,16,112,337,235
5/16,7472,1680,2784,2253,50,18,633,176,21,388,1,68,126,1,444,0,186,15,176,30,160,52,24,34,2,31,40,9,2,15,425,3,400,9,124,4,107,353,16,101,145,232
5/17,7515,1687,2797,2370,50,18,643,178,21,388,1,68,129,1,456,0,187,15,176,30,160,57,24,35,2,33,40,9,2,15,426,3,403,9,124,4,107,358,16,54,178,225
5/18,7565,1704,2818,2444,50,18,652,182,21,391,1,69,130,1,464,0,186,15,176,30,161,61,25,35,2,33,40,9,2,15,426,3,411,10,124,4,106,359,16,52,200,230
5/19,7602,1716,2826,2518,50,18,660,186,25,392,1,70,132,1,466,0,188,15,176,30,161,66,24,35,2,33,40,9,2,15,426,3,415,10,124,4,106,360,16,48,160,219
5/20,7630,1719,2846,2551,50,18,666,198,25,394,1,71,137,1,472,0,188,15,177,30,161,66,24,35,2,33,42,9,2,15,426,3,421,10,124,4,106,363,16,66,146,206
5/21,7669,1728,2863,2594,50,18,674,204,25,399,1,71,139,1,480,0,189,16,177,30,160,66,24,35,2,34,42,9,2,15,426,3,437,10,124,4,106,363,16,59,148,206
5/22,7741,1742,2889,2719,50,18,691,217,25,401,1,72,145,1,496,0,189,16,177,30,161,67,24,35,2,34,42,9,2,15,426,3,463,10,124,4,106,368,16,54,320,208
5/23,7783,1756,2895,2812,53,18,696,229,25,410,1,72,157,1,499,0,190,16,177,30,161,72,24,35,2,34,43,9,3,15,426,3,477,10,127,4,107,368,16,72,243,210
5/24,7826,1762,2904,2958,53,19,704,231,25,412,1,73,157,1,503,0,190,16,177,30,161,75,24,35,2,34,44,9,3,15,426,3,494,10,129,4,108,369,16,62,237,210
5/25,7835,1766,2916,3008,53,19,727,233,25,421,1,73,157,1,510,0,190,16,177,30,161,75,24,35,2,34,44,9,3,15,427,3,497,10,130,4,108,378,16,48,116,204
5/26,7863,1856,2927,3048,53,19,733,236,25,424,1,73,162,1,513,0,194,16,177,30,161,80,24,35,2,34,45,9,3,15,428,3,516,10,131,4,108,380,16,51,225,207
5/27,7923,1884,2937,3231,54,19,742,238,25,449,1,73,164,1,523,0,198,16,177,30,161,80,24,35,2,34,47,9,3,15,428,3,531,11,132,4,108,383,16,53,358,214
5/28,7949,1909,2945,3369,59,19,757,244,25,477,1,73,167,1,535,0,202,16,178,30,161,83,24,35,2,35,47,9,3,15,430,3,555,11,133,4,108,383,16,58,307,223
5/29,7993,1922,2956,3458,62,19,776,246,25,509,1,73,169,1,549,0,203,16,178,30,161,87,24,36,2,35,46,9,3,15,432,3,582,11,135,4,109,392,16,61,278,219
5/30,8092,1937,2967,3585,63,19,794,248,25,514,1,73,172,1,574,0,204,17,178,30,161,88,25,37,2,36,49,9,3,15,434,3,596,11,147,4,108,396,16,68,353,234
5/31,8123,1940,2976,3749,63,19,810,250,25,516,1,73,172,1,598,0,208,17,178,31,162,88,25,37,2,36,49,9,3,15,435,3,600,11,151,4,108,398,16,75,275,240
6/1,8177,1950,2987,3817,63,19,823,250,25,546,1,74,172,1,610,0,208,17,181,31,162,89,28,37,2,36,50,9,3,15,438,3,612,11,152,4,110,401,16,27,180,239
6/2,8264,1968,2991,3938,73,19,838,254,27,550,1,76,172,1,632,0,211,18,181,31,163,89,28,37,2,36,52,9,3,15,443,4,627,13,154,4,110,402,20,28,327,251
6/3,8318,1991,2999,4031,77,19,852,255,27,550,1,76,173,1,642,0,212,18,181,31,163,88,29,37,2,36,53,9,3,15,446,3,648,13,154,4,111,404,20,37,245,258
6/4,8371,2007,3014,4141,78,19,873,260,27,550,1,76,177,1,670,0,214,19,181,31,164,88,30,37,2,37,52,9,3,15,450,3,664,13,157,4,111,405,20,19,264,266
6/5,8417,2019,3025,4366,79,19,906,261,27,559,1,78,177,1,704,0,215,19,181,31,165,88,33,37,2,37,56,9,3,15,449,3,713,13,163,4,113,409,20,25,449,276
6/6,8457,2034,3033,4509,79,19,930,262,27,562,1,81,178,1,722,0,216,19,181,31,165,89,33,37,2,38,56,9,3,15,449,3,727,13,166,4,116,410,20,32,287,279
6/7,8496,2040,3039,4665,79,19,959,262,27,566,1,86,178,1,746,0,218,19,182,31,165,90,35,37,2,38,56,9,3,15,450,3,753,13,170,4,116,419,20,29,312,284
6/8,8529,2050,3064,4834,80,19,979,264,27,571,1,89,178,1,764,0,222,19,181,31,170,90,37,37,2,39,56,10,3,15,450,3,769,13,171,4,117,420,20,25,313,298
6/9,8550,2077,3084,4909,89,20,1013,268,28,587,1,94,178,1,806,0,230,19,182,31,172,90,40,37,2,39,56,10,3,15,450,3,780,14,177,4,117,426,21,19,288,303
6/10,8550,2078,3075,4988,89,19,1041,268,28,595,1,101,178,1,826,0,235,19,182,31,170,90,42,37,2,39,56,10,3,14,452,3,778,15,172,4,118,428,21,20,137,287
6/11,8611,2097,3107,5129,89,20,1075,271,28,604,1,102,178,1,847,0,241,20,182,31,173,92,42,38,2,39,57,11,3,15,454,3,791,15,183,4,118,436,27,34,392,293
6/12,8694,2111,3129,5265,90,20,1106,272,29,611,1,105,180,1,872,0,253,20,182,31,176,92,45,38,2,39,57,11,3,15,457,3,804,15,187,4,118,440,27,33,367,299
6/13,8722,2134,3136,5384,91,20,1132,273,29,617,1,107,185,1,896,0,259,20,182,31,176,92,45,38,2,40,57,12,3,15,461,3,820,15,190,4,118,448,27,48,296,295
6/14,8785,2143,3152,5450,93,20,1171,273,29,620,1,109,183,1,946,0,264,20,182,32,178,92,46,39,2,40,58,12,3,15,463,3,833,15,190,4,120,453,27,91,324,299
6/15,8850,2161,3171,5597,100,20,1218,273,29,629,1,118,183,1,1005,0,268,20,183,32,178,92,49,40,2,40,58,12,3,16,464,3,846,15,197,4,122,455,29,47,373,312
6/16,8885,2179,3187,5651,101,20,1236,276,32,630,1,120,184,1,1044,0,310,21,184,32,180,92,49,41,2,41,61,12,3,16,469,3,870,16,197,4,124,457,28,25,253,307
6/17,8963,2199,3200,5777,101,20,1268,279,32,638,1,124,189,1,1081,0,328,21,184,32,182,92,52,43,2,41,62,12,3,16,474,3,880,16,201,4,127,467,30,47,408,319
6/18,9061,2230,3208,5915,102,20,1313,278,33,635,2,130,186,1,1113,0,348,22,186,33,185,94,51,47,2,41,63,12,3,16,479,5,902,16,209,4,129,474,28,25,409,329
6/19,9154,2258,3226,6129,102,20,1360,280,33,642,2,136,188,1,1193,0,354,24,188,33,189,95,51,47,2,42,63,12,3,17,482,5,954,16,212,4,132,486,28,62,624,342
6/20,9211,2281,3237,6283,102,20,1426,285,33,647,2,145,193,1,1278,0,373,24,188,33,190,98,51,49,2,42,63,12,3,18,485,5,974,17,211,4,135,499,30,30,455,354
6/21,9253,2288,3249,6326,108,20,1437,286,33,654,2,145,196,1,1306,0,376,23,187,33,191,99,52,49,2,43,63,13,3,19,485,3,985,17,216,4,140,499,28,36,190,345
6/22,9366,2321,3329,6435,109,20,1463,289,33,660,8,149,195,1,1335,0,405,23,187,33,195,100,53,50,2,43,63,13,3,19,486,4,1021,16,221,4,144,521,31,36,516,359
6/23,9453,2361,3346,6490,109,20,1524,293,33,671,8,153,205,1,1406,0,414,24,188,35,198,109,55,52,2,43,63,13,3,20,488,3,1069,16,226,4,144,554,30,43,483,373
6/24,9573,2400,3371,6607,110,20,1556,296,33,681,8,158,208,1,1451,0,438,24,191,36,200,112,55,53,2,46,63,12,3,19,491,3,1098,16,224,5,147,574,33,49,498,399
6/25,9672,2421,3406,6759,112,20,1581,305,34,685,8,166,216,1,1491,0,447,24,191,36,205,113,56,57,2,45,64,12,3,19,493,4,1144,16,224,5,148,588,33,49,488,406
6/26,9809,2465,3431,6828,113,20,1657,314,35,692,8,170,223,1,1555,0,457,25,192,37,211,117,57,60,3,46,67,12,3,19,502,4,1179,16,230,5,152,599,37,53,549,419
6/27,9895,2485,3438,6920,130,21,1686,315,36,697,8,170,230,1,1578,0,472,26,192,37,213,122,59,64,3,47,67,13,3,19,503,4,1193,17,237,5,158,600,37,51,348,423
6/28,10019,2510,3463,7008,130,21,1718,325,36,700,8,172,233,1,1610,0,487,26,192,38,212,127,60,64,3,47,70,13,4,19,512,4,1236,17,241,5,161,615,37,109,501,435
